A_MARITL,A_SEX,PEAFEVER,PARENT,PENATVTY,PEFNTVTY,PEHSPNON,PEINUSYR,PEPAR1TYP,PRCITSHP,PRDTRACE,ERN_SRCE,WSAL_VAL,ANN_VAL,A_HGA
7,2,-1,3,57,57,2,0,-1,1,2,0,0,0,0
7,2,-1,3,57,57,2,0,-1,1,2,0,0,0,0
7,2,2,0,57,57,2,0,-1,1,2,0,0,0,43
7,1,2,0,57,57,2,0,-1,1,2,0,0,0,34
7,1,2,0,57,57,2,0,-1,1,2,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,59000,0,37
1,2,2,0,57,57,2,0,-1,1,1,1,55000,0,40
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
6,2,2,0,57,57,2,0,-1,1,1,0,0,0,38
5,2,2,0,57,57,2,0,-1,1,1,1,53000,0,44
1,1,2,0,57,57,2,0,-1,1,1,1,136000,0,40
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
4,1,2,0,57,57,2,0,-1,1,1,0,0,0,35
4,2,1,0,57,57,2,0,-1,1,1,3,0,0,40
5,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,1,1,0,57,57,2,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
5,2,1,0,57,57,2,0,-1,1,1,0,0,0,40
7,1,2,0,57,57,2,0,-1,1,9,1,13292,0,40
5,1,1,0,57,57,2,0,-1,1,1,0,0,0,41
7,2,-1,3,57,57,2,0,-1,1,1,0,0,0,35
1,1,1,0,57,57,2,0,-1,1,1,0,0,0,39
1,2,2,0,110,110,2,4,-1,4,1,0,0,0,39
7,1,2,0,110,57,2,11,-1,3,2,1,76000,0,41
7,2,-1,3,57,110,2,0,-1,1,11,0,0,0,0
7,2,-1,3,57,110,2,0,-1,1,11,0,0,0,0
5,1,2,0,57,57,2,0,-1,1,1,1,125000,0,44
7,2,-1,3,57,57,2,0,-1,1,1,0,0,0,35
7,2,-1,3,57,57,2,0,-1,1,1,0,0,0,0
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
5,2,2,0,57,57,2,0,1,1,1,1,12000,0,40
2,2,2,0,57,57,2,0,-1,1,2,0,0,0,42
1,1,-1,0,57,303,1,0,-1,1,1,1,40000,0,40
7,1,-1,1,57,57,2,0,1,1,2,0,0,0,35
7,2,-1,1,57,57,1,0,1,1,2,0,0,0,0
1,1,2,0,210,210,2,11,-1,3,4,1,20000,0,42
1,2,2,0,210,210,2,15,-1,3,4,1,21000,0,40
7,2,-1,1,57,210,2,0,1,1,4,0,0,0,0
7,2,2,0,57,57,2,0,-1,1,1,1,60000,0,43
7,1,2,0,57,57,2,0,-1,1,1,1,40000,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,42000,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,48000,0,43
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,41
1,1,2,0,57,57,2,0,-1,1,1,1,28000,0,39
4,1,1,0,57,57,2,0,-1,1,1,0,0,0,39
7,2,2,0,57,57,2,0,-1,1,1,0,0,0,36
7,2,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,2,0,0,46
1,1,1,0,57,57,2,0,-1,1,1,1,75000,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,40
4,1,2,0,57,57,2,0,-1,1,1,0,0,0,33
7,2,2,0,57,57,2,0,-1,1,1,1,79473,0,43
7,1,2,0,57,57,2,0,-1,1,1,1,9000,0,44
1,1,2,0,57,57,2,0,-1,1,1,1,12000,0,37
1,2,2,0,57,57,2,0,-1,1,1,1,50000,0,43
4,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
6,1,1,0,57,57,2,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,75000,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,98000,0,39
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,44
1,1,1,0,57,57,2,0,-1,1,1,0,0,0,44
3,2,2,0,57,57,2,0,-1,1,1,1,2800,0,39
7,2,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
1,1,-1,0,57,57,2,0,-1,1,1,1,50000,0,40
2,2,2,0,57,57,2,0,-1,1,1,1,5000,0,40
1,1,-1,0,57,57,2,0,-1,1,1,1,65000,0,43
2,2,2,0,57,57,2,0,-1,1,1,0,0,0,42
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,35
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,1,1,0,57,57,2,0,-1,1,1,0,0,0,43
4,2,2,0,57,57,2,0,-1,1,2,1,47000,0,40
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,50000,0,44
1,1,2,0,110,57,2,2,-1,3,1,1,28000,0,44
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,1,0,57,57,2,0,-1,1,1,0,0,0,40
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,1,0,57,57,2,0,-1,1,1,1,70000,0,39
1,1,-1,0,57,57,2,0,-1,1,1,1,31000,0,39
2,2,2,0,57,57,1,0,-1,1,1,2,0,0,41
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,35
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
1,2,-1,0,57,57,2,0,-1,1,6,1,32000,0,42
2,1,1,0,57,364,1,0,-1,1,1,0,0,0,40
7,1,-1,1,57,57,1,0,1,1,6,0,0,0,0
7,1,-1,1,57,57,1,0,1,1,6,0,0,0,0
7,1,2,0,57,57,2,0,-1,1,2,0,0,0,41
7,2,1,0,57,57,2,0,-1,1,2,0,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,40
7,2,-1,0,57,57,1,0,-1,1,2,1,55000,0,43
5,2,2,0,57,57,1,0,-1,1,6,1,37000,0,40
7,1,-1,2,57,57,1,0,1,1,6,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,50000,0,39
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,33
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
1,1,1,0,57,57,2,0,-1,1,1,1,100000,0,40
3,1,2,0,57,57,2,0,-1,1,1,1,100000,0,46
5,2,2,0,57,57,2,0,-1,1,1,1,41000,0,41
7,2,-1,2,57,57,2,0,1,1,1,0,0,0,36
7,2,-1,2,57,57,2,0,1,1,6,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,60000,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,27000,0,41
7,1,2,0,57,57,2,0,-1,1,1,1,30000,0,42
7,2,2,0,57,57,2,0,-1,1,1,1,18000,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,37000,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,35000,0,39
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,34
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,1,1,0,57,57,2,0,-1,1,1,1,30000,0,41
2,2,2,0,57,57,1,0,-1,1,1,0,0,0,39
1,1,-1,0,57,57,1,0,-1,1,1,1,38000,0,39
7,1,-1,1,57,57,1,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,1,0,57,57,1,0,-1,1,1,0,0,0,43
5,2,2,0,57,57,2,0,-1,1,1,1,50000,0,44
7,1,2,0,57,57,2,0,1,1,1,1,40000,0,40
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,34
7,2,2,0,57,57,2,0,-1,1,1,1,28000,0,39
6,2,2,0,57,57,2,0,-1,1,2,1,23000,0,39
7,2,-1,2,57,57,2,0,1,1,2,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,82000,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,70000,0,41
7,1,-1,1,57,57,2,0,2,1,1,0,0,0,38
2,2,1,0,57,57,2,0,-1,1,1,0,0,0,43
1,1,-1,0,57,57,2,0,-1,1,1,1,65000,0,43
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,2,2,0,57,57,2,0,-1,1,2,0,0,0,41
1,1,2,0,57,57,2,0,-1,1,1,1,159000,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,27600,0,43
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
4,2,2,0,57,57,2,0,-1,1,1,1,10000,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,56000,0,43
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
7,1,-1,1,57,57,2,0,3,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,3,1,2,0,0,0,0
7,1,-1,1,57,57,2,0,3,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,3,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,1,1,0,57,57,2,0,-1,1,1,1,60000,0,43
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,112000,0,39
1,2,2,0,110,57,2,8,-1,3,1,1,37000,0,39
7,2,2,1,57,57,2,0,1,1,1,0,0,0,36
7,1,2,0,57,78,2,0,1,1,2,0,0,0,39
4,2,1,0,78,78,2,10,-1,2,2,1,46800,0,39
7,2,2,0,57,78,2,0,1,1,2,0,0,0,40
7,2,-1,2,57,57,2,0,1,1,2,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,18000,0,39
1,1,2,0,57,57,2,0,-1,1,2,1,47000,0,39
7,2,-1,1,57,57,2,0,1,1,6,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,4,2,0,0,40
1,1,1,0,57,57,2,0,-1,1,2,0,0,0,39
7,2,2,0,57,57,2,0,1,1,11,1,47000,0,42
7,2,-1,2,57,57,2,0,1,1,11,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,11,0,0,0,0
7,2,-1,2,57,57,2,0,1,1,11,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,34
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,36
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,35
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,2,0,0,41
1,2,2,0,57,57,2,0,-1,1,1,1,68000,0,39
7,2,-1,1,57,57,2,0,2,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,29900,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,2800,0,40
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,-1,0,57,57,2,0,-1,1,1,1,50000,0,40
2,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
4,2,2,0,57,57,2,0,-1,1,2,0,0,0,37
7,1,2,0,329,329,1,22,-1,5,2,1,28000,0,35
1,1,2,0,57,57,2,0,1,1,1,0,0,0,39
1,2,1,0,57,57,2,0,-1,1,1,1,60000,0,39
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
7,1,-1,4,57,57,2,0,-1,1,1,0,0,0,0
7,1,2,0,57,57,2,0,-1,1,2,1,41200,0,40
5,1,2,0,57,57,2,0,-1,1,1,1,66000,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,56000,0,44
1,1,2,0,57,57,2,0,-1,1,1,1,180000,0,43
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,65000,0,44
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,40
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,3,2,13001,0,39
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,118000,0,40
1,1,2,0,57,57,2,0,-1,1,1,1,140000,0,39
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
6,1,2,0,57,57,2,0,-1,1,1,0,0,0,37
7,2,2,0,57,57,2,0,-1,1,1,1,125000,0,44
7,1,2,0,57,57,2,0,-1,1,1,1,128000,0,39
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,40
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
7,1,2,0,57,57,2,0,-1,1,2,1,35000,0,40
1,1,2,0,57,57,2,0,-1,1,1,1,92000,0,44
1,2,2,0,57,57,2,0,-1,1,1,1,85000,0,44
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,0,0,19000,43
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
7,1,2,0,57,57,2,0,-1,1,1,1,70000,0,43
1,1,1,0,57,57,2,0,-1,1,1,0,0,0,43
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
5,2,2,0,57,57,2,0,-1,1,1,1,185000,0,39
7,1,2,0,57,57,2,0,1,1,1,0,0,0,40
1,1,2,0,207,207,2,14,-1,5,4,1,75000,0,46
1,2,2,0,207,207,2,14,-1,5,4,1,15000,0,44
7,1,2,0,207,207,2,15,1,5,4,0,0,0,40
1,2,2,0,57,57,2,0,-1,1,2,0,0,0,38
1,1,2,0,57,57,2,0,-1,1,2,1,50000,0,40
1,1,2,0,57,57,2,0,-1,1,1,1,60000,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,38000,0,43
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,36
5,1,2,0,57,57,2,0,-1,1,1,1,35000,0,39
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,33
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,37
1,1,1,0,57,57,2,0,-1,1,1,0,0,0,40
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
7,1,2,0,57,165,2,0,1,1,2,0,0,0,37
7,2,2,0,57,57,2,0,-1,1,2,1,45000,0,44
1,2,2,0,57,57,2,0,-1,1,1,0,0,18000,44
1,1,2,0,57,57,2,0,-1,1,1,0,0,22000,44
1,2,2,0,57,57,2,0,-1,1,2,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,2,1,75000,0,40
6,1,2,0,57,110,2,0,-1,1,1,1,50000,0,39
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,42
1,1,2,0,57,57,2,0,-1,1,1,1,170000,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,25000,0,43
3,1,2,0,57,57,2,0,1,1,1,2,0,0,40
3,1,2,0,57,57,2,0,1,1,1,1,1000,0,38
3,2,-1,1,57,57,2,0,1,1,1,0,0,0,38
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,32000,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
1,1,2,0,57,57,2,0,-1,1,1,1,72000,0,41
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,2,2,0,134,314,1,17,-1,4,1,0,0,0,42
1,2,2,0,57,57,2,0,-1,1,1,1,56000,0,44
1,1,2,0,57,57,2,0,-1,1,1,1,100000,0,39
7,1,2,0,57,57,2,0,-1,1,1,1,95000,0,39
7,2,-1,3,57,57,2,0,-1,1,1,0,0,0,34
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,2,2,0,57,57,2,0,-1,1,1,1,55000,0,39
7,1,1,0,57,57,2,0,-1,1,1,1,32000,0,39
7,2,2,0,57,202,2,0,-1,1,4,0,0,0,40
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,37
1,1,2,0,57,57,2,0,-1,1,1,1,40000,0,37
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,77000,0,39
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,43
7,1,2,0,57,57,2,0,-1,1,1,1,55000,0,39
7,2,2,0,57,57,2,0,-1,1,2,1,57500,0,44
1,1,2,0,57,57,2,0,-1,1,1,1,50000,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,40000,0,43
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,130002,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,97000,0,43
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,70000,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,36000,0,39
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,200000,0,43
1,2,2,0,57,57,2,0,-1,1,1,2,0,0,43
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
4,2,2,0,57,57,2,0,-1,1,1,1,52000,0,41
1,2,2,0,57,57,2,0,-1,1,1,1,30000,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,80000,0,37
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
4,1,2,0,57,57,2,0,-1,1,1,0,0,6500,39
1,2,2,0,57,57,2,0,-1,1,2,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,2,1,45000,0,39
7,1,2,1,57,57,2,0,1,1,2,0,0,0,35
1,1,2,0,57,57,2,0,-1,1,2,1,65000,0,42
1,2,2,0,57,57,2,0,-1,1,2,1,67500,0,42
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,2,0,0,0,40
1,2,2,0,57,57,2,0,-1,1,2,0,0,0,43
7,1,2,0,57,57,2,0,-1,1,2,0,0,0,38
1,2,2,0,57,57,2,0,-1,1,16,1,45000,0,44
1,1,2,0,57,57,2,0,-1,1,16,1,50000,0,41
7,2,-1,1,57,57,2,0,1,1,16,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,16,0,0,0,0
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
5,1,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,45000,0,43
4,1,2,0,57,57,2,0,-1,1,1,0,0,0,35
1,1,2,0,57,57,2,0,-1,1,2,0,0,0,34
1,2,2,0,57,57,2,0,-1,1,2,1,22000,0,36
1,2,2,0,57,57,2,0,-1,1,1,1,30000,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,36400,0,40
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
7,2,2,0,57,57,2,0,1,1,1,0,0,0,40
5,2,2,0,57,57,2,0,-1,1,1,1,22000,0,40
7,2,-1,4,57,57,2,0,-1,1,1,0,0,0,0
7,2,2,0,57,57,2,0,-1,1,2,1,10800,0,36
7,1,2,0,57,57,2,0,-1,1,2,0,0,0,31
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,40
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,1,0,57,57,2,0,-1,1,1,0,0,0,39
5,1,2,0,57,57,2,0,1,1,1,0,0,0,39
7,2,-1,3,57,57,2,0,-1,1,1,0,0,0,36
5,2,2,0,57,57,2,0,-1,1,1,1,15000,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,20000,0,37
1,2,2,0,57,57,2,0,-1,1,1,1,41000,0,43
7,1,-1,4,57,57,2,0,-1,1,1,0,0,0,35
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,32
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,41
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
7,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,32
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
3,2,2,0,57,57,2,0,-1,1,2,1,44200,0,41
7,2,2,0,57,57,2,0,1,1,2,0,0,0,40
4,1,1,0,57,57,2,0,-1,1,1,0,0,0,39
6,1,2,0,57,57,2,0,-1,1,1,2,0,0,39
7,1,2,0,57,57,2,0,-1,1,2,0,0,0,33
7,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,2,1,35000,0,38
1,2,2,0,57,57,2,0,-1,1,2,1,35000,0,38
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,38
1,1,2,0,57,57,2,0,-1,1,1,1,50000,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,65000,0,39
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,38
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
5,2,2,0,57,57,2,0,-1,1,1,1,35000,0,39
7,1,2,0,57,57,2,0,-1,1,1,1,48000,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,45002,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,50350,0,39
1,2,2,0,57,57,2,0,-1,1,2,1,35000,0,39
1,1,2,0,57,57,2,0,-1,1,2,1,30000,0,39
7,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
5,2,2,0,57,57,2,0,-1,1,2,0,0,0,40
4,1,2,0,57,57,2,0,-1,1,2,0,0,0,35
7,2,2,0,57,57,2,0,-1,1,1,1,55000,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,80000,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
5,2,2,0,57,57,2,0,-1,1,2,1,25000,0,42
7,1,2,0,57,57,2,0,-1,1,1,1,45000,0,40
1,2,2,0,57,57,2,0,-1,1,2,1,45000,0,39
1,1,2,0,57,57,2,0,-1,1,2,1,50000,0,39
1,1,1,0,57,57,2,0,-1,1,1,1,42500,0,43
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
7,2,2,0,57,57,2,0,-1,1,2,0,0,0,42
1,2,2,0,57,57,2,0,-1,1,2,1,25000,0,39
1,1,2,0,57,57,2,0,-1,1,2,1,62000,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,56000,0,39
1,2,2,0,57,57,1,0,-1,1,1,1,54000,0,43
7,2,2,0,57,57,2,0,-1,1,1,0,0,0,44
7,2,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,1,2,0,57,57,2,0,-1,1,1,1,35002,0,40
1,2,2,0,57,57,2,0,-1,1,2,1,45000,0,43
1,1,2,0,57,57,2,0,-1,1,2,1,63000,0,44
7,1,-1,1,57,57,2,0,1,1,2,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,2,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,2,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,3,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,3,0,0,0,39
7,2,2,0,57,57,2,0,-1,1,2,1,45000,0,39
1,2,2,0,57,57,2,0,-1,1,2,0,0,0,36
1,1,2,0,57,57,2,0,-1,1,2,1,45000,0,39
7,1,2,0,57,57,2,0,1,1,2,1,30000,0,37
7,2,2,0,57,57,2,0,1,1,2,1,40000,0,39
7,2,-1,2,57,57,2,0,1,1,2,0,0,0,0
7,1,-1,4,57,57,2,0,-1,1,2,0,0,0,34
3,1,2,0,57,57,2,0,-1,1,2,0,0,0,35
7,2,2,0,57,57,2,0,-1,1,1,1,12000,0,39
7,2,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,2,57,57,2,0,1,1,1,0,0,0,0
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,35
7,2,2,4,57,57,2,0,-1,1,2,0,0,0,37
4,2,2,0,57,57,2,0,-1,1,2,0,0,0,34
7,2,2,0,57,57,2,0,1,1,2,1,45000,0,38
1,1,1,0,57,57,2,0,1,1,2,0,0,0,40
1,2,2,0,57,57,2,0,-1,1,2,1,12000,0,43
7,1,-1,1,57,57,2,0,1,1,2,0,0,0,37
4,1,1,0,57,57,2,0,-1,1,2,0,0,0,39
6,1,2,0,57,57,2,0,-1,1,2,0,0,0,39
3,2,2,0,57,57,2,0,-1,1,2,1,12000,0,39
7,2,2,0,57,57,2,0,1,1,2,0,0,0,38
5,2,2,0,57,57,2,0,-1,1,1,1,80000,0,43
7,1,2,0,57,57,2,0,1,1,1,1,69000,0,40
7,1,2,0,57,57,2,0,1,1,1,1,70000,0,37
7,2,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,2,2,0,57,57,2,0,-1,1,2,0,0,0,35
7,2,2,0,57,57,2,0,-1,1,2,0,0,0,38
7,1,2,0,57,57,2,0,-1,1,2,0,0,0,34
4,1,2,0,57,57,2,0,-1,1,2,0,0,0,38
1,1,2,0,57,57,2,0,-1,1,1,1,80000,0,42
1,2,2,0,57,57,2,0,-1,1,1,1,10000,0,42
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
