A_MARITL,A_SEX,PEAFEVER,PARENT,PENATVTY,PEFNTVTY,PEHSPNON,PEINUSYR,PEPAR1TYP,PRCITSHP,PRDTRACE,ERN_SRCE,WSAL_VAL,ANN_VAL,A_HGA
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,450000,0,46
1,2,2,0,57,57,2,0,-1,1,1,1,68000,0,46
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,1,1,0,57,57,2,0,-1,1,1,1,100000,0,41
1,2,2,0,57,57,2,0,-1,1,1,1,42000,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,22000,0,39
7,2,2,1,57,57,2,0,1,1,1,0,0,0,38
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
5,1,2,0,57,57,2,0,-1,1,1,3,0,0,40
7,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,1,0,0,750,44
1,1,1,0,57,57,2,0,-1,1,1,0,0,0,40
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,44
5,1,1,0,57,57,2,0,-1,1,1,0,0,0,39
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
7,2,2,0,57,57,2,0,-1,1,1,1,36000,0,43
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,41
1,1,1,0,57,57,2,0,-1,1,1,1,8000,0,39
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,8300,0,39
1,2,2,0,57,57,2,0,-1,1,1,2,6000,0,40
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,36
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,0,0,10000,41
1,2,2,0,57,57,2,0,-1,1,1,0,0,9000,40
1,2,2,0,57,57,2,0,-1,1,1,1,23000,0,36
1,1,1,0,57,57,2,0,-1,1,1,0,0,0,44
7,1,2,0,57,57,2,0,1,1,1,1,2000,0,38
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,32000,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,62000,0,43
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,2,0,0,43
1,1,2,0,57,57,2,0,-1,1,1,2,0,0,42
1,2,2,0,57,57,2,0,-1,1,1,1,72500,0,44
1,1,2,0,57,57,2,0,-1,1,1,1,39000,0,40
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,2,2,0,57,57,2,0,-1,1,1,1,36400,0,41
7,1,2,0,57,57,2,0,1,1,1,1,30000,0,40
7,1,2,2,57,57,2,0,1,1,1,1,3000,0,37
4,2,2,0,57,57,2,0,-1,1,1,1,61000,0,43
1,2,2,0,57,57,2,0,-1,1,1,2,0,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,50000,0,40
7,2,2,0,57,57,2,0,1,1,1,1,10000,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,85000,0,44
1,1,1,0,57,57,2,0,-1,1,1,1,40000,0,39
7,1,2,1,57,57,2,0,1,1,1,0,0,0,37
7,1,2,1,57,57,2,0,1,1,1,0,0,0,37
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,62000,0,40
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,80000,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,40000,0,40
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,36000,0,39
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,20000,0,39
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
5,1,2,0,57,57,2,0,-1,1,1,0,0,0,41
7,1,2,0,57,57,2,0,-1,1,1,1,48000,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,117500,0,44
1,1,2,0,57,57,2,0,-1,1,1,1,170000,0,41
4,1,2,0,57,57,2,0,-1,1,1,0,0,2400,40
4,2,2,0,57,57,2,0,-1,1,1,0,0,3000,43
5,2,2,0,57,57,2,0,-1,1,1,1,42000,0,43
5,1,1,0,57,57,2,0,-1,1,1,1,21000,0,39
5,1,2,0,57,57,2,0,-1,1,1,0,0,0,43
5,2,2,0,57,57,2,0,-1,1,1,1,18000,0,40
1,1,2,0,57,57,2,0,-1,1,1,1,37000,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,24000,0,40
3,1,2,0,57,57,2,0,-1,1,1,1,37000,0,43
1,1,1,0,57,57,2,0,-1,1,1,0,0,0,40
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
7,2,2,0,57,57,2,0,-1,1,1,1,20000,0,40
7,2,-1,2,57,57,2,0,1,1,6,0,0,0,0
7,2,-1,2,57,57,2,0,1,1,6,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,6,0,0,0,0
7,2,2,0,57,57,2,0,-1,1,1,1,33000,0,39
7,1,1,0,57,57,2,0,-1,1,1,1,37000,0,39
7,1,2,0,57,57,2,0,-1,1,1,1,30000,0,39
5,2,2,0,57,57,2,0,-1,1,1,1,34000,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,55000,0,39
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,34
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,10000,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,200000,0,42
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,1,2,0,57,57,2,0,-1,1,1,1,75000,0,40
7,1,2,0,57,57,2,0,-1,1,1,1,34000,0,39
1,2,2,0,57,57,2,0,-1,1,4,0,0,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,50000,0,40
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,2,0,303,303,1,14,-1,4,1,1,72000,0,39
7,1,-1,1,57,303,1,0,1,1,1,0,0,0,36
7,2,-1,1,57,303,1,0,1,1,1,0,0,0,0
7,2,2,0,303,303,1,16,-1,5,1,1,48000,0,39
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,1000,0,44
1,2,2,0,57,57,2,0,-1,1,1,1,8000,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,80000,0,40
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,2,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,35000,0,39
5,2,2,0,303,303,1,12,-1,5,1,1,17000,0,34
7,2,2,2,57,303,1,0,1,1,1,0,0,0,34
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,144000,0,39
7,2,2,0,57,57,2,0,1,1,1,0,0,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,35000,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,70000,0,41
7,1,2,0,57,57,2,0,1,1,1,0,0,0,40
7,2,2,0,57,57,2,0,1,1,1,1,18720,0,37
7,1,2,0,57,57,2,0,1,1,1,0,0,0,37
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,34
1,1,2,0,57,57,2,0,-1,1,1,1,60000,0,39
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,4,57,57,2,0,-1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,17700,39
1,2,2,0,57,57,2,0,-1,1,1,1,80000,0,43
1,1,2,0,73,73,1,17,-1,2,1,1,80000,0,39
5,1,2,0,303,303,1,14,-1,4,1,1,50000,0,39
7,1,2,0,57,303,1,0,-1,1,1,1,25000,0,40
5,1,1,0,57,57,2,0,-1,1,1,0,0,0,39
7,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,44
1,1,2,0,57,57,2,0,-1,1,1,2,0,0,45
5,1,1,0,57,57,2,0,-1,1,1,0,0,0,39
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
7,1,2,0,57,57,2,0,1,1,1,1,20000,0,39
7,2,2,0,57,57,2,0,-1,1,1,1,25000,0,43
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,1,2,0,57,57,2,0,-1,1,1,1,20000,0,41
5,1,2,0,57,57,2,0,-1,1,1,1,36500,0,42
1,1,2,0,57,57,2,0,-1,1,1,3,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,3,0,0,43
7,1,2,0,57,57,2,0,-1,1,5,1,38000,0,39
5,1,2,0,57,57,2,0,-1,1,1,1,85000,0,39
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,2,0,57,57,2,0,-1,1,1,1,33000,0,39
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,42
1,2,2,0,57,57,2,0,-1,1,1,1,20000,0,39
1,1,1,0,57,57,2,0,-1,1,1,1,40000,0,40
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,303,303,1,22,-1,5,1,2,0,0,37
1,2,2,0,303,303,1,23,-1,5,1,0,0,0,39
7,1,-1,1,303,303,1,23,1,5,1,0,0,0,0
7,1,-1,1,57,303,1,0,1,1,1,0,0,0,0
7,1,-1,1,57,303,1,0,1,1,1,0,0,0,0
7,1,1,0,57,57,2,0,-1,1,1,1,48000,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,150000,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,67000,0,41
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
4,1,1,0,57,57,2,0,-1,1,1,0,0,0,39
7,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
7,2,2,0,57,57,2,0,-1,1,1,1,13000,0,43
7,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,1700,0,44
1,1,2,0,140,140,2,20,-1,4,1,1,50000,0,41
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,2,0,57,57,2,0,-1,1,1,1,4500,0,40
7,2,2,0,57,57,2,0,-1,1,2,1,14000,0,40
5,2,2,0,57,57,2,0,-1,1,1,1,9122,0,40
5,1,2,0,57,57,2,0,1,1,1,1,45000,0,37
7,2,2,0,57,57,2,0,-1,1,1,1,15600,0,39
7,1,2,0,57,57,2,0,-1,1,1,1,30000,0,37
7,2,2,0,57,57,2,0,-1,1,1,1,20000,0,40
7,2,2,0,57,57,2,0,-1,1,1,1,30000,0,40
7,1,2,0,57,57,1,0,-1,1,1,1,25500,0,39
4,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
5,2,2,0,57,57,2,0,-1,1,1,1,46000,0,39
1,1,1,0,57,57,2,0,-1,1,1,1,80000,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,68280,0,40
5,2,2,0,57,57,2,0,-1,1,1,1,12000,0,41
7,1,2,2,57,57,2,0,1,1,1,0,0,0,36
7,1,2,0,416,416,2,25,1,5,2,1,40000,0,39
7,1,2,0,416,416,2,25,1,5,2,1,25000,0,33
7,1,2,0,416,416,2,21,1,4,2,1,8815,0,40
7,1,2,0,416,416,2,21,1,5,2,1,11000,0,40
1,1,2,0,417,417,2,21,-1,4,2,1,15000,0,31
1,2,2,0,416,416,2,21,-1,4,2,0,0,0,31
1,1,2,0,247,247,2,15,1,4,4,1,35000,0,39
1,2,2,0,247,247,2,15,-1,4,4,1,10000,0,39
4,2,2,0,247,247,2,22,-1,5,4,0,0,0,33
1,1,1,0,57,57,2,0,-1,1,3,0,0,0,43
1,2,2,0,57,57,2,0,-1,1,3,1,45000,0,42
7,2,2,0,57,57,2,0,1,1,3,0,0,0,39
7,2,-1,2,57,57,2,0,1,1,3,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,60000,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,17000,0,40
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,50000,0,44
1,1,2,0,57,57,2,0,-1,1,1,1,77000,0,43
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,10,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,75000,0,44
1,1,2,0,57,57,2,0,-1,1,1,1,180000,0,43
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,35
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,2,0,57,57,2,0,-1,1,2,2,0,0,39
7,2,-1,2,57,57,2,0,1,1,2,0,0,0,0
7,2,-1,2,57,57,2,0,1,1,2,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,2,0,0,0,0
6,2,2,0,57,57,2,0,-1,1,10,0,0,0,40
7,1,2,0,223,223,2,17,1,4,4,1,30816,0,39
1,1,2,0,223,223,2,3,-1,5,1,0,0,0,41
1,2,2,0,223,223,2,9,-1,5,4,0,0,0,40
5,2,2,0,57,57,2,0,-1,1,1,2,0,0,39
7,2,2,0,57,57,2,0,1,1,7,1,39000,0,39
7,2,2,0,57,57,2,0,1,1,7,1,22000,0,39
4,2,2,0,57,57,2,0,-1,1,1,1,79600,0,41
7,1,2,0,57,57,2,0,-1,1,1,1,145000,0,41
1,2,2,0,57,57,2,0,-1,1,1,1,65000,0,45
1,1,2,0,57,57,2,0,-1,1,1,1,12000,0,39
7,2,2,0,57,57,2,0,1,1,1,0,0,0,40
7,2,2,0,57,57,2,0,1,1,1,1,5000,0,37
7,1,-1,1,57,57,2,0,2,1,1,0,0,0,34
7,1,-1,1,57,57,2,0,1,1,8,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,7,0,0,0,0
1,1,2,0,303,303,1,11,-1,5,1,1,50000,0,40
1,2,2,0,303,303,1,13,-1,5,1,1,20000,0,39
7,1,-1,1,57,303,1,0,1,1,1,1,6000,0,37
6,1,2,0,303,303,1,14,-1,4,1,1,50000,0,35
7,1,2,0,57,303,1,0,-1,1,1,1,35000,0,37
7,2,2,0,57,303,1,0,-1,1,1,1,45000,0,39
1,2,2,0,57,57,1,0,-1,1,1,1,36191,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,70000,0,39
7,2,-1,1,57,57,2,0,1,1,1,1,2000,0,35
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,49000,0,42
1,1,2,0,57,57,2,0,1,1,1,1,45000,0,41
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
6,2,2,0,57,57,2,0,-1,1,2,1,5400,0,40
7,1,-1,2,57,57,2,0,1,1,2,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,2,0,0,0,0
7,2,-1,2,57,57,2,0,1,1,2,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,2,0,0,0,0
5,2,2,0,57,57,2,0,-1,1,1,1,17000,0,43
7,2,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,1,2,0,57,57,2,0,-1,1,1,1,52000,0,43
5,2,2,0,57,57,2,0,-1,1,1,0,0,9600,43
1,1,2,0,57,57,2,0,-1,1,1,1,60000,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,55000,0,39
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,1,2,0,57,57,2,0,-1,1,1,1,75000,0,39
7,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
7,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,1,0,57,57,2,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
4,1,1,0,57,57,2,0,-1,1,1,2,0,0,44
1,1,2,0,57,57,2,0,-1,1,1,3,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,2,0,0,39
5,1,2,0,57,57,2,0,-1,1,1,1,90000,0,43
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,41
5,2,2,0,57,57,2,0,-1,1,1,2,0,0,43
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,46
1,1,2,0,57,57,2,0,-1,1,1,1,200000,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,100000,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,40000,0,43
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,2,0,57,57,2,0,-1,1,1,1,41000,0,39
7,2,2,0,57,57,2,0,-1,1,2,1,40000,0,42
5,2,2,0,57,57,2,0,-1,1,1,1,27900,0,42
7,2,-1,2,57,57,2,0,1,1,1,0,0,0,36
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,1,2,0,57,57,2,0,-1,1,1,1,25000,0,39
7,1,2,0,57,57,2,0,-1,1,1,1,30000,0,39
1,1,1,0,57,57,2,0,-1,1,1,1,35000,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,55000,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,37000,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,25000,0,39
1,1,1,0,57,57,2,0,-1,1,1,2,0,0,39
7,1,2,0,57,57,2,0,1,1,1,0,0,0,40
7,2,2,0,57,57,2,0,1,1,1,0,0,0,40
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
4,2,2,0,57,57,2,0,-1,1,1,1,10000,0,34
6,1,2,0,57,57,2,0,-1,1,1,1,9000,0,34
1,1,2,0,57,57,2,0,-1,1,1,1,65000,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,90000,0,43
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,36
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
4,1,2,0,57,57,2,0,-1,1,2,1,3002,0,39
7,1,2,0,57,57,2,0,-1,1,2,0,0,0,38
1,1,2,0,57,57,2,0,-1,1,1,1,68000,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,75000,0,44
7,1,2,1,57,57,2,0,1,1,1,0,0,0,37
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,36
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,2,2,0,242,57,2,6,-1,3,1,1,40000,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,92000,0,42
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,1,1,0,57,57,2,0,-1,1,1,1,78000,0,39
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
7,1,2,0,57,57,2,0,-1,1,1,1,12000,0,39
7,2,2,0,57,57,2,0,-1,1,1,1,30000,0,39
7,2,2,0,57,57,2,0,1,1,1,0,0,0,37
7,2,-1,2,57,57,2,0,2,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,40000,0,40
1,1,2,0,57,57,2,0,-1,1,1,1,44311,0,40
7,2,2,0,57,57,2,0,-1,1,1,1,55000,0,40
7,2,2,0,57,57,2,0,-1,1,1,1,55000,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,95520,0,39
1,1,2,0,57,57,2,0,-1,1,1,2,32000,0,39
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,1,2,0,57,57,2,0,-1,1,1,4,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,1,1,0,57,57,2,0,-1,1,1,1,22000,0,44
5,2,2,0,57,57,2,0,-1,1,1,1,20000,0,39
7,1,2,0,57,57,2,0,-1,1,1,2,0,0,39
5,2,2,0,57,57,2,0,-1,1,1,1,9487,0,40
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,43
5,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
5,2,2,0,57,57,2,0,-1,1,1,1,95000,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,77800,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,40000,0,39
7,2,2,0,57,57,2,0,-1,1,1,1,37000,0,43
7,1,2,0,57,57,2,0,-1,1,1,1,50000,0,39
5,2,2,0,57,57,2,0,-1,1,1,1,34000,0,41
5,1,1,0,57,57,2,0,-1,1,1,1,125000,0,42
5,2,2,0,57,57,2,0,-1,1,1,1,75000,0,39
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
5,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
7,1,2,0,57,57,2,0,-1,1,1,1,31000,0,39
7,1,2,0,57,57,2,0,-1,1,1,1,38000,0,42
4,1,2,0,57,57,2,0,-1,1,1,0,0,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,60000,0,44
1,1,2,0,57,57,2,0,-1,1,1,1,75000,0,40
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,0,0,0,40
1,1,2,0,57,57,2,0,-1,1,1,1,94000,0,43
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
6,1,2,0,57,57,2,0,-1,1,1,1,32000,0,40
7,1,2,0,57,57,2,0,-1,1,1,0,0,0,37
7,1,2,3,57,57,2,0,-1,1,1,0,0,0,37
7,2,-1,3,57,57,2,0,-1,1,1,0,0,0,34
5,2,2,0,57,57,2,0,-1,1,1,1,2800,0,43
7,2,-1,2,57,57,2,0,1,1,1,0,0,0,35
1,2,2,0,57,57,2,0,-1,1,1,1,15000,0,41
1,1,2,0,57,57,2,0,-1,1,1,1,90000,0,40
7,1,2,1,57,57,2,0,1,1,1,0,0,0,36
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,34
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,52718,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,650000,0,40
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,36
1,1,2,0,57,57,2,0,-1,1,1,1,53356,0,41
1,2,2,0,57,57,2,0,-1,1,8,1,4121,0,40
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,2,2,0,57,57,2,0,-1,1,1,1,95000,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,62000,0,40
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,2,2,0,57,57,2,0,-1,1,1,1,70000,0,43
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
5,2,2,0,57,57,2,0,-1,1,1,1,50000,0,43
7,1,2,0,57,57,2,0,-1,1,1,1,80000,0,39
7,1,2,0,57,57,2,0,-1,1,16,1,68000,0,39
1,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,17011,0,39
1,2,2,0,57,57,2,0,-1,1,1,1,18000,0,43
1,1,2,0,57,57,2,0,-1,1,1,1,82000,0,43
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,2,0,57,57,2,0,-1,1,1,1,77500,0,43
7,1,2,0,57,57,2,0,-1,1,1,1,21000,0,40
7,2,-1,0,57,57,2,0,-1,1,1,1,1500,0,39
5,2,2,0,57,57,2,0,-1,1,1,1,60000,0,42
7,2,2,0,57,57,2,0,1,1,1,0,0,0,42
5,1,2,0,57,57,2,0,-1,1,1,0,0,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,120000,0,44
1,2,2,0,57,57,2,0,-1,1,1,1,65000,0,44
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
5,2,2,0,312,312,1,26,1,5,1,0,0,0,40
4,2,2,0,312,312,1,26,-1,5,1,0,0,0,39
5,2,1,0,57,57,1,0,-1,1,1,2,0,0,39
7,2,2,0,57,57,1,0,-1,1,1,0,0,0,39
7,2,-1,2,57,57,1,0,1,1,1,0,0,0,0
7,2,2,0,57,57,2,0,-1,1,1,0,0,0,32
7,1,-1,4,57,57,1,0,-1,1,1,0,0,0,0
5,1,2,0,57,57,1,0,-1,1,1,1,110000,0,40
1,2,2,0,57,57,2,0,-1,1,1,1,40000,0,39
1,1,2,0,57,57,2,0,-1,1,1,1,80000,0,39
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,0
1,1,2,0,57,57,2,0,-1,1,1,1,106000,0,43
1,2,2,0,57,57,2,0,-1,1,1,1,40000,0,39
7,2,2,0,57,57,2,0,2,1,1,1,5000,0,40
7,1,-1,1,57,57,2,0,1,1,1,0,0,0,35
7,2,-1,1,57,57,2,0,1,1,1,0,0,0,0
7,2,2,0,57,57,2,0,-1,1,1,0,0,0,39
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
7,1,-1,2,57,57,2,0,1,1,1,0,0,0,0
